companyName,contractType,experienceLevel,location,salary,sector,job_title,extracted_skills,day,month,year
LesJeudis,Temporary,Entry level,Toulouse,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'Spark', 'Grafana', 'OpenSearch']",8,10,2024
Carrefour,Full-time,Not Applicable,Évry,41500.0,Retail,Data Scientist,,23,7,2024
TieTalent,Full-time,Entry level,Oullins,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL']",4,10,2024
OpenClassrooms,Internship,Not Applicable,Grenoble,15030.0,Education,Data Scientist,,8,10,2024
LesJeudis,Temporary,Entry level,Montrouge,41500.0,IT Services and IT Consulting,Data Scientist,,1,10,2024
TieTalent,Full-time,Entry level,Vaulx-en-Velin,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools']",5,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,['ML'],29,9,2024
Betclic Group,Full-time,Mid-Senior level,Bordeaux,41500.0,"Technology, Information and Internet",Data Scientist,['machine learning'],4,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,26,7,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,26,7,2024
aiko,Full-time,Mid-Senior level,Lille,41500.0,IT Services and IT Consulting,Data Scientist,,3,10,2024
LesJeudis,Temporary,Entry level,Montrouge,41500.0,IT Services and IT Consulting,Data Scientist,,26,7,2024
TieTalent,Full-time,Entry level,Massy,41500.0,"Technology, Information and Internet",Data Scientist,,12,10,2024
Mirakl,Full-time,Not Applicable,Paris,41500.0,"Technology, Information and Internet",Data Scientist,,1,10,2024
LesJeudis,Temporary,Entry level,Bordeaux,41500.0,IT Services and IT Consulting,Data Scientist,,26,7,2024
LesJeudis,Temporary,Entry level,Montrouge,41500.0,IT Services and IT Consulting,Data Scientist,,4,10,2024
CS GROUP,Full-time,Not Applicable,Toulouse,41500.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Data Scientist,['Python'],9,10,2024
OpenClassrooms,Internship,Not Applicable,Croix,15030.0,Education,Data Scientist,"['Azure', 'Python']",8,10,2024
TieTalent,Full-time,Entry level,Kremlin-Bicêtre,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
NSI IT Software & Services,Full-time,Entry level,Paris,41500.0,Software Development,Data Scientist,"['Python', 'Airflow']",22,8,2024
TieTalent,Full-time,Entry level,Vaulx-en-Velin,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL']",4,10,2024
emagine,Full-time,Not Applicable,Lyon,41500.0,IT Services and IT Consulting,Data Scientist,,21,6,2024
Harnham,Full-time,Mid-Senior level,Paris,57500.0,Software Development,Data Scientist,"['Python', 'SQL', 'GCP']",11,10,2024
Amaris Consulting,Full-time,Entry level,Lille,41500.0,IT Services and IT Consulting,Data Scientist,,11,7,2024
TieTalent,Full-time,Entry level,Caluire-et-Cuire,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools', 'AWS', 'Azure', 'Google Cloud']",4,10,2024
ekino,Full-time,Mid-Senior level,Pantin,41500.0,IT Services and IT Consulting,Data Scientist,['SQL'],29,9,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,25,8,2024
Emploi Public,Full-time,Mid-Senior level,Clermont-l’Hérault,41500.0,Staffing and Recruiting,Data Scientist,,13,9,2024
SESAMm,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['Natural Language Processing', 'Machine Learning']",30,9,2024
Descartes Underwriting,Full-time,Mid-Senior level,Paris,41500.0,Insurance,Data Scientist,['machine learning'],9,10,2024
RPO EVOLUTION SOLUTIONS CONSEILS,Part-time,Mid-Senior level,Melun,41500.0,Business Consulting and Services,Data Scientist,"['TensorFlow', 'PyTorch', 'Keras']",23,9,2024
Harnham,Full-time,Mid-Senior level,Paris,57500.0,Software Development,Data Scientist,"['Python', 'SQL', 'GCP']",2,10,2024
Descartes Underwriting,Full-time,Mid-Senior level,Paris,41500.0,Insurance,Data Scientist,['machine learning'],10,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,['Python'],15,9,2024
TieTalent,Full-time,Entry level,Oullins,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'AWS', 'Azure', 'Google Cloud']",6,10,2024
Epsilon France,Full-time,Mid-Senior level,Paris,41500.0,Advertising Services,Data Scientist,,9,10,2024
Malakoff Humanis,Full-time,Entry level,Paris,41500.0,Insurance,Data Scientist,"['TensorFlow', 'PyTorch', 'scikitlearn', 'Python', 'Dataiku']",29,1,2024
Descartes Underwriting,Full-time,Entry level,Paris,41500.0,Insurance,Data Scientist,,5,9,2024
TieTalent,Full-time,Mid-Senior level,Bordeaux,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
OpenClassrooms,Internship,Not Applicable,Peynier,15030.0,Education,Data Scientist,"['TIBCO Spotfire', 'Power BI', 'Power Automate', 'Excel', 'SharePoint']",8,10,2024
TieTalent,Full-time,Entry level,Bron,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools', 'AWS', 'Azure', 'Google Cloud']",5,10,2024
Harnham,Full-time,Mid-Senior level,Paris,57500.0,Software Development,Data Scientist,"['SQL', 'Python', 'GCP']",3,10,2024
TieTalent,Full-time,Mid-Senior level,Courbevoie,41500.0,"Technology, Information and Internet",Data Scientist,,5,10,2024
Hermès,Full-time,Mid-Senior level,Pantin,41500.0,Retail Luxury Goods and Jewelry,Data Scientist,,7,10,2024
MAIF,Full-time,Entry level,Niort,41500.0,Insurance,Data Scientist,"['Python', 'Github', 'OpenShift', 'Jenkins', 'GPU', 'Pandas', 'Numpy', 'Sklearn']",10,10,2024
TieTalent,Full-time,Entry level,Croix-Fonsommes,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
DEMETER - Cabinet de recrutement,Full-time,Entry level,Neuilly-sur-Seine,41500.0,Manufacturing,Data Scientist,"['Python', 'R', 'Spark', 'SAS', 'Dataiku']",4,10,2024
TieTalent,Full-time,Entry level,Lyon,41500.0,"Technology, Information and Internet",Data Scientist,"['Python', 'R', 'SQL', 'data visualization tools']",5,10,2024
TieTalent,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,,9,10,2024
LesJeudis,Temporary,Entry level,Rennes,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'R', 'TensorFlow', 'PyTorch', 'scikit', 'learn']",26,7,2024
MatchaTalent,Full-time,Mid-Senior level,Paris,41500.0,Staffing and Recruiting,Data Scientist,,23,9,2024
TieTalent,Full-time,Mid-Senior level,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['Fivetran', 'Big Query', 'dbt', 'Amplitude', 'Metabase', 'Looker Studio']",11,10,2024
Euro Information Developpements / EID,Full-time,Entry level,Nancy,41500.0,Software Development,Data Scientist,['Machine Learning'],8,10,2024
Amazon Web Services (AWS),Full-time,Not Applicable,Courbevoie,41500.0,IT Services and IT Consulting,Data Scientist,['None'],6,10,2024
TNP Consultants,Full-time,Mid-Senior level,Paris,41500.0,Business Consulting and Services,Data Scientist,"['Python', 'R', 'Tableau', 'Power Bi', 'Dash', 'SQL', 'Dataiku', 'IDE', 'AWS', 'Azure', 'Hadoop', 'PySpark']",3,4,2023
Talent Job Seeker,Full-time,Entry level,Nîmes,41500.0,Human Resources Services,Data Scientist,['Python'],12,10,2024
Crédit Agricole Personal Finance & Mobility,Internship,Internship,Roubaix,41500.0,Financial Services,Data Scientist,,11,10,2024
Dassault Systèmes,Internship,Internship,Vélizy-Villacoublay,41500.0,"Software Development, IT Services and IT Consulting, and Research Services",Data Scientist,"['Python', 'SQL', 'Proxem', 'BIOVIA', 'Pipeline Pilot', 'Selenium', 'BeautifulSoup', 'Dash']",27,9,2024
TieTalent,Full-time,Mid-Senior level,Puteaux,41500.0,"Technology, Information and Internet",Data Scientist,,11,10,2024
Sia Partners,Full-time,Internship,Paris,41500.0,Business Consulting and Services,Data Scientist,"['Machine learning', 'statistics', ""algorithmes d'apprentissage supervis et non supervis""]",30,9,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,10,9,2024
lespresdurosay,Full-time,Mid-Senior level,Bordeaux,41500.0,Book and Periodical Publishing,Data Scientist,,27,9,2024
LesJeudis,Temporary,Entry level,Celle-sous-Gouzon,41500.0,IT Services and IT Consulting,Data Scientist,"['python', 'LangChain', 'LlamaIndex', 'git', 'conda']",12,10,2024
VINCI,Full-time,Entry level,Nanterre,41500.0,Construction,Data Scientist,,31,8,2024
Amaris Consulting,Full-time,Entry level,Levallois-Perret,41500.0,IT Services and IT Consulting,Data Scientist,,10,10,2024
TieTalent,Full-time,Mid-Senior level,Boulogne-Billancourt,41500.0,"Technology, Information and Internet",Data Scientist,,11,10,2024
Qantev,Full-time,Associate,Paris,41500.0,Software Development,Data Scientist,"['Deep Learning', 'Machine Learning']",7,10,2024
Oney,Full-time,Entry level,Croix,41500.0,Banking,Data Scientist,,1,10,2024
AXA en France,Full-time,Associate,Nanterre,41500.0,Insurance,Data Scientist,"['Python', 'Machine Learning']",10,9,2024
Swan,Full-time,Mid-Senior level,Paris,41500.0,Banking,Data Scientist,['Machine Learning'],13,5,2024
OpenClassrooms,Internship,Not Applicable,Gif-sur-Yvette,15030.0,Education,Data Scientist,,8,10,2024
Cdiscount,Full-time,Entry level,Bordeaux,41500.0,Software Development,Data Scientist,,11,10,2024
LesJeudis,Temporary,Entry level,Bordeaux,41500.0,IT Services and IT Consulting,Data Scientist,,10,9,2024
Saegus,Contract,Not Applicable,Paris,41500.0,Business Consulting and Services,Data Scientist,['None'],29,8,2024
METEOJOB by CleverConnect,Contract,Entry level,Chieulles,41500.0,"Technology, Information and Internet",Data Scientist,"['PowerBI', 'Alteryx', 'SQL', 'R', 'VBA', 'SQL Server', 'Oracle']",10,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,11,9,2024
Dassault Systèmes,Internship,Internship,Vélizy-Villacoublay,41500.0,"Software Development, IT Services and IT Consulting, and Research Services",Data Scientist,,26,9,2024
Datadog,Full-time,Entry level,Paris,41500.0,Software Development,Data Scientist,['GPU'],3,10,2024
LITY,Full-time,Associate,Paris,41500.0,Staffing and Recruiting,Data Scientist,,9,10,2024
Swan,Full-time,Mid-Senior level,Paris,41500.0,Banking,Data Scientist,['Machine Learning'],20,6,2024
Dalkia,Full-time,Entry level,Courbevoie,41500.0,Environmental Services,Data Scientist,"['Tableau Prep', 'Tableau Desktop', 'Business Objects', 'Power BI']",12,6,2024
Reel IT Groupe,Full-time,Mid-Senior level,Mauguio,41500.0,Computer Networking Products,Data Scientist,"['NLP', 'LLM', 'Langchain', 'Llamaindex', 'llamaparse', 'Scikit', 'learn', 'Pandas', 'SQL', 'Spark', 'Fast API', 'Flask', 'NVIDIA', 'CUDA', 'TensorRT']",8,10,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,['None'],3,8,2024
Harnham,Full-time,Entry level,Paris,57500.0,Desktop Computing Software Products,Data Engineer,"['Docker', 'Python', 'SQL']",11,10,2024
Amaris Consulting,Full-time,Entry level,Levallois-Perret,41500.0,IT Services and IT Consulting,Data Scientist,,31,7,2024
Free-Work,Full-time,Mid-Senior level,Levallois-Perret,41500.0,Human Resources Services,Data Scientist,['None'],10,10,2024
Datadog,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,,8,10,2024
SUEZ,Full-time,Entry level,Croissy-sur-Seine,41500.0,Environmental Services,Data Scientist,"['Python', 'R']",28,4,2023
Amaris Consulting,Full-time,Entry level,Boulogne-Billancourt,41500.0,IT Services and IT Consulting,Data Scientist,"['PowerBI', 'TrackAd', 'AdLoop']",24,9,2024
Medtronic,Full-time,Mid-Senior level,Trévoux,41500.0,"Medical Equipment Manufacturing, Hospitals and Health Care, and Pharmaceutical Manufacturing",Data Scientist,"['Python', 'R', 'MATLAB', 'TensorFlow', 'PyTorch', 'SciPy', 'Scikit', 'image', 'OpenCV']",12,10,2024
Dassault Systèmes,Internship,Internship,Vélizy-Villacoublay,41500.0,"Software Development, IT Services and IT Consulting, and Research Services",Data Scientist,"['Python', 'SQL', 'Proxem', 'BIOVIA', 'Pipeline Pilot', 'Selenium', 'BeautifulSoup', 'Dash']",4,10,2024
Botify,Full-time,Associate,Paris,41500.0,"Technology, Information and Internet",Data Scientist,"['machine learning', 'natural language processing']",30,9,2024
Kaino,Full-time,Mid-Senior level,Suresnes,41500.0,Staffing and Recruiting,Data Scientist,"['Python', 'SQL', 'Google Cloud Platform', 'MLOps']",4,10,2024
Dassault Systèmes,Internship,Internship,Vélizy-Villacoublay,41500.0,"Software Development, IT Services and IT Consulting, and Research Services",Data Scientist,"['GANs', 'VAEs', 'normalizing flows']",25,9,2024
AXA en France,Internship,Internship,Nanterre,41500.0,Insurance,Data Scientist,"['Python', 'Deep Learning', 'Bert']",11,10,2024
Talan,Full-time,Mid-Senior level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['IoT', 'IA', 'Big Data', 'Cloud', 'Machine Learning']",9,10,2024
Capital Fund Management (CFM),Full-time,Mid-Senior level,Paris,41500.0,Financial Services,Data Scientist,,20,9,2024
Amazon Web Services (AWS),Full-time,Mid-Senior level,Courbevoie,41500.0,IT Services and IT Consulting,Data Scientist,,6,10,2024
Jobs via eFinancialCareers,Contract,Entry level,Villejuif,41500.0,Staffing and Recruiting,Data Scientist,"['UNICA', 'Big data']",12,10,2024
EY,Full-time,Mid-Senior level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,,9,10,2024
Huxley,Full-time,Entry level,Charenton-le-Pont,41500.0,Data Infrastructure and Analytics,Data Scientist,,3,10,2024
Harnham,Full-time,Entry level,Paris,41500.0,Staffing and Recruiting,Data Scientist,"['Python', 'SQL', 'AWS', 'Azure', 'GCP', 'Kubernetes', 'Docker']",12,10,2024
LesJeudis,Temporary,Mid-Senior level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['AI', 'machine learning']",26,7,2024
LesJeudis,Temporary,Entry level,Paris,41500.0,IT Services and IT Consulting,Data Scientist,"['LLMNLP', 'Computer Vision', 'Time Series', 'Optimisation', 'Trusted AI', 'Ontologie', 'Knowledge Graph']",17,9,2024
Jobs via eFinancialCareers,Full-time,Entry level,Paris,41500.0,Staffing and Recruiting,Data Scientist,,3,10,2024
Jobs via eFinancialCareers,Full-time,Entry level,Boulogne-Billancourt,41500.0,Staffing and Recruiting,Data Scientist,,14,8,2024
Alstom,Full-time,Mid-Senior level,Île-de-France,41500.0,Truck Transportation and Railroad Equipment Manufacturing,Data Scientist,"['Pandas', 'NumPy', 'scikit', 'learn', 'PyTorch', 'TensorFlow', 'OpenCV', 'Langchain', 'Azure Search', 'NLTK', 'spaCy', 'Hugging Face Transformers', 'Azure OpenAI APIs', 'Librairies', 'RAGAS', 'Matplotlib', 'Seaborn', 'Plotly', 'PowerBI']",30,9,2024
Crédit Agricole Personal Finance & Mobility,Internship,Internship,Massy,41500.0,Financial Services,Data Scientist,,8,10,2024
Emploi LR,Full-time,Entry level,Montpellier,44000.0,Human Resources Services,Data Engineer,['machine learning'],26,9,2024
Caisse d'Epargne Grand Est Europe,Full-time,Entry level,Metz,829.5,Banking,Data Scientist,"['PowerBI', 'Alteryx', 'SQL', 'R', 'VBA', 'SQL Server', 'Oracle']",9,10,2024
Emploi LR,Full-time,Entry level,Montpellier,44000.0,Human Resources Services,Data Engineer,"['Azure', 'wav2vec', 'DeepSpeech']",25,9,2024
°Arcane,Full-time,Internship,Paris,41500.0,Advertising Services,Data Analyst,"['BigQuery', 'Snowflake', 'Redshift', 'Looker', 'Studio', 'Tableau', 'PowerBI', 'APIs']",27,9,2024
LesJeudis,Temporary,Entry level,Toulouse,41500.0,IT Services and IT Consulting,Data Scientist,['Python'],10,10,2024
Jobs via eFinancialCareers,Contract,Entry level,Villejuif,41500.0,Staffing and Recruiting,Data Scientist,,12,10,2024
Silae,Full-time,Mid-Senior level,Aix-en-Provence,45750.0,Non-profit Organizations and Primary and Secondary Education,Cybersecurity Engineer,,26,6,2024
TieTalent,Full-time,Entry level,Aix-en-Provence,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,11,10,2024
MCA,Full-time,Entry level,Aix-en-Provence,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['DLP', 'CASB', 'SIEM', 'PKI', 'Firewall', 'Active Directory']",26,9,2024
Astek,Full-time,Entry level,Bordeaux,45750.0,"Technology, Information and Media",Cybersecurity Engineer,,9,10,2024
Groupe SNCF,Full-time,Mid-Senior level,St.-Denis,45750.0,Truck Transportation,Cybersecurity Engineer,,7,10,2024
Lagardère Travel Retail,Full-time,Associate,Levallois-Perret,45750.0,Retail,Cybersecurity Engineer,,2,10,2024
Apside,Full-time,Not Applicable,Aix-en-Provence,45750.0,Information Technology & Services,Cybersecurity Engineer,,10,10,2024
MERITIS,Part-time,Associate,Paris,45750.0,IT Services and IT Consulting and Computer and Network Security,Cybersecurity Engineer,,30,9,2024
Extia,Full-time,Entry level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,10,10,2024
Hermès,Full-time,Entry level,Pantin,45750.0,Retail Luxury Goods and Jewelry,Cybersecurity Engineer,,8,10,2024
ASN,Full-time,Entry level,Les,45750.0,Telecommunications,Cybersecurity Engineer,"['Firewall', 'Proxy', 'Authentification forte', 'IAM', 'PKI', 'IDS', 'IPS', 'SIEM', 'Antimalware', 'Antivirus', 'EDR']",1,8,2024
METEOJOB by CleverConnect,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['SIEM'],20,9,2024
TieTalent,Full-time,Entry level,Levallois-Perret,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Microsoft Intune', 'SharePoint']",5,10,2024
Astek,Full-time,Entry level,Nantes,45750.0,"Aviation and Aerospace Component Manufacturing, Maritime Transportation, and Transportation Equipment Manufacturing",Cybersecurity Engineer,,10,10,2024
Astek,Full-time,Entry level,Rennes,45750.0,"Aviation and Aerospace Component Manufacturing, Maritime Transportation, and Transportation Equipment Manufacturing",Cybersecurity Engineer,,10,10,2024
TieTalent,Full-time,Entry level,Lyon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
ALTEN,Full-time,Associate,Grenoble,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['EBIOS 2010', 'EBIOSRM', 'Common Criteria', 'ISO27001', 'ISO27005']",7,10,2024
MCA,Full-time,Entry level,Strasbourg,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['Varonis', 'Alsid', 'PingCastle', 'SOAR', 'MISP', 'TheHive']",23,9,2024
