companyName,contractType,experienceLevel,location,salary,sector,job_title,extracted_skills,day,month,year
TieTalent,Full-time,Entry level,Cesson-Sévigné,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Linux', 'vmware', 'kubernetes', 'swarm', 'API', 'Rest', 'JSON', 'RPC', 'IDS', 'IPS', 'Firewall', 'FW', 'AV', 'Antivirus', 'Proxy', 'NetSec', 'DevOPS', 'CICD pipeline', 'SAML', 'OAUTH2', 'OIDC']",5,10,2024
TieTalent,Full-time,Entry level,Montrouge,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,6,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,10,10,2024
Harry Hope.,Full-time,Associate,Arras,45000.0,Staffing and Recruiting,Cybersecurity Engineer,"['Windows Server', 'VMWare', 'Firewall', 'Stormshield', 'Switchs', 'VLAN', 'Routage', 'Veeam']",13,9,2024
Lyra,Full-time,Executive,Labège,45750.0,"Technology, Information and Media and Online and Mail Order Retail",Cybersecurity Engineer,,9,10,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,13,10,2024
HEDON TECHNOLOGIES,Full-time,Entry level,Greater,45750.0,Business Consulting and Services,Cybersecurity Engineer,"['EBIOS', 'SIEM', 'IDS', 'IPS']",22,9,2024
TieTalent,Full-time,Entry level,Toulouse,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
Azura Group,Full-time,Entry level,Perpignan,45750.0,Food Production,Cybersecurity Engineer,,15,5,2024
TieTalent,Full-time,Entry level,Avignon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Montfermeil,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,6,10,2024
IDEX,Full-time,Entry level,Boulogne-Billancourt,45750.0,"Environmental Services, Renewable Energy Semiconductor Manufacturing, and Oil and Gas",Cybersecurity Engineer,,4,10,2024
La Banque Postale,Full-time,Associate,Issy-les-Moulineaux,45750.0,"Banking, Insurance, and Investment Banking",Cybersecurity Engineer,"['KeyFactor', 'EJBCA', 'CLM', 'Venafi', 'HSM', 'KMS']",25,9,2024
TieTalent,Full-time,Entry level,Nanterre,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
Atos,Full-time,Not Applicable,Lyon,45750.0,Computer and Network Security and IT Services and IT Consulting,Cybersecurity Engineer,,10,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Grenoble,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Linux', 'Azure', 'PowerBI', 'CI', 'Pipelines']",5,10,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Full-time,Associate,Paris,42500.0,IT Services and IT Consulting,Cybersecurity Engineer,,7,10,2024
LesJeudis,Temporary,Entry level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['Microsoft Active Directory', 'Microsoft Entra ID', 'Office 365', 'SIEM', 'XDR']",19,9,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Valbonne,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Linux', 'Azure', 'PowerBI']",5,10,2024
Sopra Steria,Full-time,Not Applicable,Colomiers,45750.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Cybersecurity Engineer,,20,9,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
Framatome,Full-time,Entry level,Massy,45750.0,Utilities,Cybersecurity Engineer,"['Azure AD', 'Intune', 'Jira', 'PowerShell', 'Windows']",9,10,2024
JOBPUBLIC,Full-time,Entry level,Évry,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,10,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['VulcanIO', 'PCIDSS']",30,9,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Full-time,Entry level,Orly,45750.0,Aviation and Aerospace Component Manufacturing,Cybersecurity Engineer,['iso 27001'],23,9,2024
Azura Group,Full-time,Entry level,Perpignan,45750.0,Investment Management,Cybersecurity Engineer,,22,4,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,13,10,2024
TieTalent,Full-time,Entry level,Ivry-sur-Seine,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,10,10,2024
ADHERENCE CONSULTING,Full-time,Associate,Aix-en-Provence,45750.0,Computer Networking Products,Cybersecurity Engineer,"['Nessus', 'EDR']",13,10,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Montrouge,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
Atos,Full-time,Not Applicable,Villeurbanne,45750.0,Computer and Network Security and IT Services and IT Consulting,Cybersecurity Engineer,,11,10,2024
TieTalent,Full-time,Entry level,Cesson-Sévigné,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Podman', 'Linux', 'HTTP', 'TCPIP', 'DNS', 'SSH', 'OCSP', 'PKCS', 'SQL', 'XML', 'JSON', 'YAML']",5,10,2024
Crescendo,Full-time,Entry level,Paris,45750.0,Public Safety,Cybersecurity Engineer,,11,10,2024
Alter Solutions Group,Full-time,Mid-Senior level,Nantes,45750.0,Software Development,Cybersecurity Engineer,['EBIOS 2010'],17,9,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Hager Group,Internship,Internship,Paris,45750.0,"Appliances, Electrical, and Electronics Manufacturing",Cybersecurity Engineer,"['Microsoft Windows', 'Office365', 'Azure']",30,9,2024
KNDS France,Full-time,Entry level,Versailles,45750.0,Defense and Space Manufacturing,Cybersecurity Engineer,['Linux'],4,10,2024
Médiane Système,Full-time,Associate,Vernon,45750.0,Software Development,Cybersecurity Engineer,,1,10,2024
TieTalent,Full-time,Entry level,Nantes,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['BrainWave'],6,10,2024
TieTalent,Full-time,Entry level,Saran,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['firewall', 'proxy', 'reverse proxy', 'VPN', 'MFA', 'IDS', 'IPS', 'antispam', 'antivirus', 'EDR', 'MDM', 'DLP']",10,10,2024
Infinigate France,Full-time,Associate,Boulogne-Billancourt,45750.0,Wholesale,Cybersecurity Engineer,"['Windows', 'Linux', 'TCPIP']",4,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['SIEM'],5,10,2024
Adecco,Full-time,Not Applicable,Salives,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,8,9,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
Lutessa,Full-time,Associate,Paris,45750.0,Computer and Network Security,Cybersecurity Engineer,"['Firewall', 'Proxy', 'Loadbalancer']",23,8,2024
TieTalent,Full-time,Entry level,Annecy,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,13,10,2024
TieTalent,Full-time,Entry level,Levallois-Perret,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Windows', 'DNS', 'DHCP', 'RDS', 'AD']",9,10,2024
TieTalent,Full-time,Entry level,Cesson-Sévigné,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Linux', 'Podman']",5,10,2024
TechnicAtome,Full-time,Entry level,Aix-en-Provence,45750.0,Defense and Space Manufacturing,Cybersecurity Engineer,['EBIOS'],4,9,2024
Sopra Steria,Full-time,Not Applicable,Courbevoie,45750.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Cybersecurity Engineer,,28,3,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
TieTalent,Full-time,Entry level,Tours,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
Le Mercato de l'Emploi,Full-time,Entry level,Paris,60000.0,Human Resources Services,Cybersecurity Engineer,"['ISO 2700X', 'CIS', 'ITIL']",14,9,2024
Dassault Systèmes,Full-time,Associate,Vélizy-Villacoublay,45750.0,"Software Development, IT Services and IT Consulting, and Research Services",Cybersecurity Engineer,"['SIEM', 'EDR', 'scanner de vulnrabilits']",4,10,2024
TieTalent,Full-time,Entry level,Mâcon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['bash', 'python', 'Git']",5,10,2024
LesJeudis,Temporary,Entry level,Rennes,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,24,9,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['SIEM'],5,10,2024
Thales,Full-time,Not Applicable,Pecqueuse,45750.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Cybersecurity Engineer,"['bash', 'python', 'Git']",13,10,2024
LR TECHNOLOGIES - GROUPE,Full-time,Associate,Aix-en-Provence,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['Parefeu', 'Proxy Web', 'EDR', 'SIEM', 'MS Defender', 'SOAR', 'CompTIA Security', 'CISSP']",11,12,2023
Octopus IT - Expert du recrutement tech,Full-time,Entry level,Paris,45750.0,Human Resources Services,Cybersecurity Engineer,,21,3,2024
TieTalent,Full-time,Entry level,Montpellier,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['CyberArk', 'Conjur', 'HashiCorp Vault']",30,9,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Full-time,Entry level,Montpellier,45750.0,Defense and Space Manufacturing,Cybersecurity Engineer,"['Fortinet', 'SentinelOne', 'Sekoia']",18,6,2024
Davidson consulting,Full-time,Entry level,Valbonne,45750.0,Business Consulting and Services,Cybersecurity Engineer,,23,9,2024
SYNETIS,Full-time,Associate,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,9,10,2024
emagine,Full-time,Not Applicable,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['Microsoft', 'Unified SecOps', 'Defender', 'XDR', 'Sentinel', 'SIEM', 'Endpoint Security', 'Active Directory']",24,9,2024
TieTalent,Full-time,Entry level,Niort,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
LesJeudis,Temporary,Entry level,Aix-en-Provence,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,26,7,2024
TieTalent,Full-time,Entry level,Bron,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
AS International Group,Full-time,Mid-Senior level,Île-de-France,65000.0,Software Development,Cybersecurity Engineer,"['Hashicorp Vault', 'Consul', 'Terraform']",2,8,2024
TieTalent,Full-time,Entry level,Guyancourt,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['iGRC BrainWave'],8,10,2024
Centre Hospitalier d’Auch en Gascogne,Full-time,Entry level,Auch,45750.0,Environmental Services,Cybersecurity Engineer,,3,9,2024
Thales,Full-time,Not Applicable,Pecqueuse,45750.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Cybersecurity Engineer,"['bash', 'python', 'Git', 'Linux']",22,9,2024
Lutessa,Full-time,Associate,Nanterre,45750.0,Computer and Network Security,Cybersecurity Engineer,['QRadar'],14,8,2024
Atos,Contract,Not Applicable,Les,45750.0,Computer and Network Security and IT Services and IT Consulting,Cybersecurity Engineer,,9,10,2024
Enedis,Full-time,Not Applicable,Lyon,45750.0,Utilities,Cybersecurity Engineer,"['PKI', 'Firewall', 'Sonde', 'WAF', 'Bastion']",11,10,2024
TieTalent,Full-time,Entry level,Clichy,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['HTTP', 'DNS', 'Javascript', 'VCL', 'WAF']",5,10,2024
Elit-Technologies,Full-time,Associate,Courbevoie,45750.0,Professional Services,Cybersecurity Engineer,,13,10,2024
TieTalent,Full-time,Entry level,Guyancourt,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['iGRC BrainWave'],8,10,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
Synapsys,Full-time,Entry level,Lyon,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['IDS', 'IPS', 'SIEM']",17,9,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['MITRE', 'NIST', 'CIS', 'ANSSI']",5,10,2024
Orange Cyberdefense,Full-time,Associate,Lyon,45750.0,Computer and Network Security and IT Services and IT Consulting,Cybersecurity Engineer,,4,10,2024
LesJeudis,Temporary,Entry level,Les,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,17,9,2024
Sector Group,Full-time,Entry level,Greater,45750.0,Research Services,Cybersecurity Engineer,,3,9,2024
TieTalent,Full-time,Entry level,Montpellier,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['CyberArk', 'Conjur', 'DEVOPS', 'Cloud', 'IaaS']",9,10,2024
Michael Page,Full-time,Entry level,Paris,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['Microsoft Active Directory', 'Microsoft Entra ID', 'Office 365', 'SIEM', 'XDR']",19,7,2024
Michael Page,Full-time,Entry level,Nanterre,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['EDR', 'SIEM', 'IAM']",11,7,2024
Assystem,Full-time,Mid-Senior level,Cherbourg-en-Cotentin,45750.0,Business Consulting and Services,Cybersecurity Engineer,,10,10,2024
Kereval,Internship,Entry level,Thorigné-Fouillard,45750.0,Architecture and Planning,Cybersecurity Engineer,"['Windows', 'Linux', 'TCPIP']",17,9,2024
Davidson consulting,Full-time,Entry level,Boulogne-Billancourt,45750.0,Business Consulting and Services,Cybersecurity Engineer,,12,10,2024
CyberMaker,Full-time,Associate,St.-Cloud,38000.0,Computer and Network Security,Cybersecurity Engineer,,13,10,2024
DGA - Direction générale de l'armement,Full-time,Entry level,Rennes,45750.0,Defense and Space Manufacturing,Cybersecurity Engineer,"['Linux', 'Windows', 'Virtualization', 'Containerization']",8,10,2024
NXO France,Full-time,Entry level,Orléans,45750.0,"IT Services and IT Consulting, Telecommunications, and Computer and Network Security",Cybersecurity Engineer,,30,9,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['SailPoint', 'SignGo', 'ForgeRock Identity Management', 'eIDAS', 'RGS']",10,10,2024
Kariera.fr,Full-time,Entry level,Nanterre,45750.0,Human Resources Services,Cybersecurity Engineer,"['EDR', 'SIEM', 'IAM']",11,10,2024
TieTalent,Full-time,Entry level,Lyon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Institut F2I,Full-time,Associate,Paris,45750.0,Higher Education,Cybersecurity Engineer,"['Word', 'Excel']",9,10,2024
TieTalent,Full-time,Entry level,Lyon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
SEGULA Technologies,Full-time,Mid-Senior level,Courbevoie,45750.0,Engineering Services,Cybersecurity Engineer,"['EDR', 'SIEM', 'IAM']",9,10,2024
TieTalent,Full-time,Entry level,Élancourt,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
TieTalent,Full-time,Entry level,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Java', 'PowerShell', 'Rust', 'Linux', 'Windows']",8,10,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Full-time,Entry level,Toulouse,45750.0,"Engines and Power Transmission Equipment Manufacturing, Aviation and Aerospace Component Manufacturing, and Aviation and Aerospace Component Manufacturing",Cybersecurity Engineer,"['ISO 27001', 'GDPR']",30,9,2024
TieTalent,Full-time,Entry level,Bernay,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['STELLAR'],9,10,2024
TieTalent,Full-time,Not Applicable,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Synapsys,Full-time,Entry level,Lille,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,17,9,2024
TieTalent,Full-time,Entry level,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['ESX', 'VMWare', 'Linux', 'Windows Server']",8,10,2024
Synapsys,Full-time,Entry level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['IDS', 'IPS', 'SIEM']",17,9,2024
AK Recrutement,Full-time,Entry level,Civrieux,45750.0,Research Services,Cybersecurity Engineer,"['Checkpoint R81', 'DDOS Protector', 'Radware', 'VPN IPSec', 'IPABLES']",24,9,2024
TieTalent,Full-time,Entry level,Issy-les-Moulineaux,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Linux', 'Windows', 'Java', 'PowerShell', 'Rust']",10,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
TieTalent,Full-time,Entry level,Toulon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['C', 'Python']",13,10,2024
Astek,Full-time,Entry level,Niort,45750.0,"Technology, Information and Media",Cybersecurity Engineer,,8,10,2024
Ringover France,Full-time,Associate,Montrouge,45750.0,Telecommunications,Cybersecurity Engineer,,24,9,2024
TieTalent,Full-time,Internship,Grenoble,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Linux', 'Azure', 'PowerBI']",5,10,2024
TieTalent,Full-time,Mid-Senior level,Roissy-en-France,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
TieTalent,Full-time,Entry level,Montrouge,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Linux', 'Windows', 'Java', 'PowerShell', 'Rust']",9,10,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['SailPoint', 'SignGo', 'Forgerock Identity Management', 'eIDAS', 'RGS']",5,10,2024
Groupe SNCF,Full-time,Mid-Senior level,Paris,45750.0,Truck Transportation,Cybersecurity Engineer,,7,10,2024
CS GROUP,Full-time,Not Applicable,Le,45750.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Cybersecurity Engineer,"['Cisco Nexus', 'Load Balancer F5', 'Checkpoint', 'Fortinet', 'Palo']",30,9,2024
cegedim.cloud,Full-time,Entry level,Boulogne-Billancourt,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['SIEM', 'UEBA', 'EDR', 'NDR']",11,10,2024
LesJeudis,Temporary,Entry level,Boulogne-Billancourt,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['SIEM', 'EDR', 'Python', 'Bash', 'PowerShell']",25,9,2024
TieTalent,Full-time,Entry level,Châteaubourg,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Sopra Steria,Full-time,Not Applicable,Courbevoie,45750.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Cybersecurity Engineer,,2,10,2024
TieTalent,Full-time,Entry level,Nanterre,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,13,10,2024
TieTalent,Full-time,Entry level,Fontenay-aux-Roses,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Linux', 'Windows', 'Java', 'PowerShell', 'Rust']",10,10,2024
TieTalent,Full-time,Not Applicable,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Devensys Cybersecurity,Full-time,Associate,Montpellier,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,['Microsoft Sentinel'],24,9,2024
REN Recrutement,Full-time,Not Applicable,Normandy,45750.0,Staffing and Recruiting,Cybersecurity Engineer,['CRM'],8,10,2024
TieTalent,Full-time,Entry level,Sceaux,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Java', 'PowerShell', 'Rust', 'Linux', 'Windows']",9,10,2024
Framatome,Full-time,Entry level,Lyon,45750.0,Utilities,Cybersecurity Engineer,,29,9,2024
Viveris,Full-time,Associate,Montpellier,45750.0,Software Development,Cybersecurity Engineer,"['CyberArk', 'Conjur', 'HashiCorp Vault', 'Gitlab', 'Kubernetes', 'Jenkins']",23,9,2024
TieTalent,Full-time,Entry level,Châtenay-Malabry,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Linux', 'Windows', 'Java', 'PowerShell', 'Rust']",9,10,2024
Framatome,Full-time,Entry level,Montrouge,45750.0,Utilities,Cybersecurity Engineer,,7,10,2024
TieTalent,Full-time,Entry level,Meudon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Java', 'PowerShell', 'Rust', 'Linux', 'Windows']",9,10,2024
NXO France,Full-time,Associate,Rueil-Malmaison,45750.0,Computer and Network Security,Cybersecurity Engineer,,24,9,2024
Kariera.fr,Full-time,Entry level,Rennes,45750.0,Human Resources Services,Cybersecurity Engineer,"['IAM', 'Firewall']",24,9,2024
TieTalent,Full-time,Entry level,St.-Cloud,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,13,10,2024
AK Recrutement,Full-time,Associate,Mionnay,80000.0,Staffing and Recruiting,Cybersecurity Engineer,"['CheckPoint CCSE', 'CCSA', 'Checkpoint R81', 'DDOS Protector Radware', 'VPN IPSec', 'IPABLES']",13,10,2024
TieTalent,Full-time,Mid-Senior level,Brétigny-sur-Orge,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,6,10,2024
LesJeudis,Temporary,Entry level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['CEH', 'CISSP', 'CCSP', 'GIAC']",23,9,2024
MCA,Full-time,Entry level,Occitanie,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['ISO27001', 'EBIOS', 'EBIOS RM', 'RGPD']",3,10,2024
LesJeudis,Temporary,Entry level,Colomiers,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,21,9,2024
LesJeudis,Temporary,Entry level,Colomiers,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,20,9,2024
Astek,Contract,Entry level,Brest,45750.0,"Aviation and Aerospace Component Manufacturing, Maritime Transportation, and Transportation Equipment Manufacturing",Cybersecurity Engineer,,7,10,2024
Devoteam | Cyber Trust,Full-time,Mid-Senior level,Levallois-Perret,45750.0,Business Consulting and Services,Cybersecurity Engineer,"['Microsoft', 'Google', 'AWS', 'ServiceNow', 'Salesforce']",5,10,2024
TieTalent,Full-time,Entry level,Schiltigheim,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['python', 'json', 'Rapid 7', 'ELK', 'Varo']",9,10,2024
Seres Technologies,Full-time,Entry level,Paris,55000.0,Industrial Machinery Manufacturing,Cybersecurity Engineer,,13,10,2024
L'Usine Nouvelle,Full-time,Mid-Senior level,Roissy-en-France,45750.0,Newspaper Publishing,Cybersecurity Engineer,['IEC 62443'],8,10,2024
Crédit Agricole Group Infrastructure Platform,Full-time,Associate,Guyancourt,45750.0,Banking,Cybersecurity Engineer,,24,9,2024
SYAGE,Full-time,Entry level,Aix-en-Provence,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['Wireshark', 'Cisco', 'Aruba', 'Fortinet', 'ForcePoint', 'Palo Alto', 'Wallix', 'F5']",30,9,2024
TieTalent,Full-time,Mid-Senior level,Niort,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['ISO 27001', 'ISO 27002', 'ISO 27005', 'NIST', 'OSA', 'MITRE', 'NIS']",30,9,2024
EURENCO,Full-time,Entry level,Bergerac,45750.0,Defense and Space Manufacturing,Cybersecurity Engineer,,29,3,2024
Kariera.fr,Full-time,Entry level,Puteaux,45750.0,Human Resources Services,Cybersecurity Engineer,"['XDR', 'NDR', 'SOC', 'CTI']",19,9,2024
AquisIT,Full-time,Mid-Senior level,Lille,70000.0,Staffing and Recruiting,Cybersecurity Engineer,,13,10,2024
Assystem,Full-time,Mid-Senior level,Lyon,45750.0,Business Consulting and Services,Cybersecurity Engineer,"['BIM', 'PLM']",20,9,2024
Viveris,Full-time,Associate,Rungis,45750.0,Industrial Machinery Manufacturing,Cybersecurity Engineer,"['VMWare', 'Windows', 'Linux', 'Redhat']",9,10,2024
AlgoSecure,Full-time,Entry level,Villeurbanne,45750.0,Railroad Equipment Manufacturing,Cybersecurity Engineer,,23,7,2024
Institut F2I,Full-time,Entry level,Paris,45750.0,Higher Education,Cybersecurity Engineer,"['CC', 'Linux']",21,8,2024
Free-Work,Full-time,Mid-Senior level,Bois-Colombes,45750.0,Human Resources Services,Cybersecurity Engineer,['JIRA'],10,10,2024
Lutessa,Full-time,Associate,Paris,45750.0,Computer and Network Security,Cybersecurity Engineer,"['AWS', 'Qualys']",14,8,2024
Saint-Gobain,Full-time,Associate,Courbevoie,45750.0,Wholesale Building Materials,Cybersecurity Engineer,['RECT'],19,9,2024
Crédit Agricole Group Infrastructure Platform,Full-time,Associate,Annecy,45750.0,Banking,Cybersecurity Engineer,,24,9,2024
METEOJOB by CleverConnect,Full-time,Entry level,Niort,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,14,6,2024
METEOJOB by CleverConnect,Full-time,Entry level,Rueil-Malmaison,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['MS Office'],26,9,2024
TieTalent,Full-time,Entry level,Massy,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Bash', 'C', 'Linux', 'Windows', 'Java', 'PowerShell', 'Rust']",9,10,2024
Kariera.fr,Full-time,Entry level,Boulogne-Billancourt,45750.0,Human Resources Services,Cybersecurity Engineer,"['SIEM', 'EDR', 'Python', 'Bash', 'PowerShell']",25,9,2024
TieTalent,Full-time,Mid-Senior level,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['ISO 27001', 'ISO 27002', 'ISO 27005', 'NIST', 'OSA', 'MITRE', 'NIS']",9,10,2024
TieTalent,Full-time,Mid-Senior level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
ASN,Full-time,Mid-Senior level,Les,45750.0,Telecommunications,Cybersecurity Engineer,"['Firewall', 'Proxy', 'IAM', 'PKI', 'IDS', 'IPS', 'SIEM', 'Antimalware', 'Antivirus', 'EDR']",1,8,2024
Tarkett,Full-time,Mid-Senior level,Puteaux,45750.0,"Wholesale Building Materials, Manufacturing, and Textile Manufacturing",Cybersecurity Engineer,,25,5,2024
Framatome,Internship,Entry level,Lyon,45750.0,Utilities,Cybersecurity Engineer,['Python'],11,10,2024
TWENTY ONE TALENTS,Full-time,Mid-Senior level,Le,45750.0,Human Resources Services,Cybersecurity Engineer,"['ServiceNow', 'Splunk', 'EDR', 'Defender', 'Crowdstrike', 'Tenable']",2,8,2024
TieTalent,Full-time,Entry level,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
